anime_id,season,date,time,mal_score,mal_members,danime_favorites,danime_rank
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-08-22,18:56:07,7.20,"69,980",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-08-24,21:50:09,7.20,"70,370",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-08-25,21:46:48,7.20,"70,528",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-08-26,21:52:13,7.20,"70,717",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-08-27,14:36:19,7.20,"70,873",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-08-28,09:19:22,7.20,"71,043",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-08-29,14:39:46,7.19,"71,250",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-08-30,01:30:27,7.19,"71,317",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-08-31,01:23:59,7.19,"71,524",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-01,03:59:20,7.19,"71,737",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-02,01:21:33,7.19,"71,878",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-03,01:21:50,7.19,"72,022",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-04,01:09:33,7.18,"72,247",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-05,23:54:12,7.18,"72,584",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-07,00:14:16,7.18,"72,760",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-08,02:35:29,7.17,"72,947",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-09,01:22:10,7.17,"73,095",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-10,01:17:27,7.17,"73,278",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-11,01:08:29,7.17,"73,503",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-12,01:12:16,7.17,"73,721",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-13,00:18:56,7.17,"73,898",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-14,00:55:46,7.17,"74,096",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-15,02:57:14,7.17,"74,303",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-16,01:38:50,7.17,"74,468",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-17,01:31:57,7.17,"74,649",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-18,01:37:31,7.17,"74,885",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-19,01:08:49,7.17,"75,109",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-20,00:41:07,7.16,"75,333",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-21,00:46:18,7.16,"75,597",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-22,03:04:37,7.16,"75,886",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-23,01:39:16,7.16,"76,104",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-24,01:31:02,7.17,"76,360",,
katainaka_no_ossan_kensei_ni_naru_ii,2026-summer,2026-09-25,01:51:19,7.21,"78,618",,
